"codigo_producto","nombre_producto","peso_manual","peso_calculado"
"PTFTNP007","PLASTOFORM TECNOPOR ESFERA 12CM DIAMETRO","0.5","1"
"BOLFBC002","BOLIGRAFO FABER CASTELL AZU 032 TRILUX","1.5","0.7"
"PILDRC004","PILAS DURACELL D 2U GRANDE","0.5","1"
"PTFTNP011","PLASTOFORM TECNOPOR ESFERA 7.0CM DIAMETRO","1.5","1"
"XCIALB024","CIENCIA PARA CURIOSOS","1.2","1"
"GOEXXX008","GOMA EVA GLITTER BLA 50X70CM","1.5","1"
"TIJMUN004","TIJERA MUNDIAL 1146 ABRE CARTA","0.5","1"
"TBTEDC006","TARJ BAUTIZO EDICROMO N 234 INVIT NIÑA SOBRE","1.5","1"
"BLDCNS021","BLOCK DIBUJO XL NEGRO CANSON ESP 20HJS 150GR A5 15X 21CM  C400082844","0.5","1"
"TCRXXX001","TAPA CARPETA CARTON","0.5","1"
"PLFPRK065","PLUMAFUENTE PARKER 1931521 SONNET MATTE NEG CLIP CROMADO M","0.7","1"
"XCPLAL002","COLOREEMOS LETS COLOR BILINGUE 1 COLBOR","1.2","1"
"LAPLYR104","LAPIZ LYRA 2051110 REMBRANDT SKETCHING SET CAJA METAL 11U","1.2","1"
"CNRDYM030","CINTA ROTUL DYMO 10697 BLA LETRA TAG 12MM X 4M X2 PAPEL","0.7","1"
"CATMEA034","CARTAP MEAD  29254 FIVE STAR POLY BINDER  2PULG","1.2","1.5"
"BOLFBC018","BOLIGRAFO FABER CASTELL NEG 062","1.5","1"
"XXFLAR003","DICC POCKET ESPAÑOL FRANCES ED LAROUSSE 2011","0.5","1"
"MRDPEL003","MARCADOR PELIKAN MX 710 ROJO PERM MARKER","1.5","1"
"FASUSG001","FASTENER USIGN US 150C PLASTICO","0.7","1"
"CNRDYM018","CINTA ROTUL DYMO 158 02 ROJ 1/2PULG","1","1.2"
"CAUXXX028","CARTULINA CARTA ROJ","1.5","1"
"TIZANG002","TIZA ANGLES COLOR","1","1.2"
"GOEXXX077","GOMA EVA LISA OFICIO PIEL","0.5","1"
"PAGXXX004","PAP GAMUZA AZU MARINO 40X60CM","1.5","1"
"LAPSTB012","LAPIZ STABILO 1600 405 AZU AQUACOLOR","0.7","1"
"FUNIDL003","FUNDA PLAST IDEAL OFICIO","0.5","1"
"GLIPEL002","GLITER PELIKAN AR 051 020 202 AZUL 60ML","0.5","1"
"FUNMDN002","FUNDA PLAST MADISON CARTA A4/CARTA","0.7","1"
"CAUXXX007","CARTULINA 180GR CREMA 66X96CM","0.5","1"
"LAPLYR098","LAPIZ LYRA 2055913 REMBRANDT CARBON H","1.5","1"
"HJCABC002","HJA CARPETA ABC 3 PERF CUADRIC CORRIENTE","1.5","1"
"GLIPEL019","GLITER PELIKAN AR 051 020 215 ORO CLARO 60ML","0.5","1"
"XCLBTN022","MOMENTO DE ILUSIONES PULGARCITO PETER PAN ART 2234","1","0.7"
"MINSTD033","MINA STAEDTLER 254 05 CAF 0.5MM","0.5","1"
"FOLDEL059","FOLDER DELLO 0247.AP.0050 SERENA AMA. PASTEL LOMO 2 CMS OFICIO","0.7","1"
"SENATS011","SEÑALADOR ARTESCO AMA ESTANDAR 15CM PLAST","1.2","1"
"PLUXXX033","PAP LUSTROSO CELESTE PUNTOS 50X70CM","0.5","0.7"
"CCDVBT012","CD VERBATIM 94588 CD R VINYL 700MB COLOR","1.2","1.5"
"MCPSTB044","MICROPUNTA STABILO 88 45 CAF 0.4MM POINT 88","0.7","1"
"PTFTNP024","PLASTOFORM TECNOPOR 4CM.(50X100CM.) B/12U","1.5","1"
"PBOAIR007","PAP BOND AIR COLOR OFICIO AMA ORO 75GRS PQ500HJS","0.7","1"
"LCLPEL035","LAPIC COLOR PELIKAN MX 30330334 REDON 3MM LARGO JGO120U","0.7","1"
"XCLATN020","CUENTOS CORTOS PARA SOÑAR 2","0.7","0.5"
"LCLLYR058","LAPIC COLOR LYRA 2001240 REMBRANDT POLYCOLOR JGO24U EST MET","0.5","1"
"HJCABC047","HJA CARPETA ABC 2 PERF RAYADA PQ500HJS","1.2","1"
"ETLHRL008","ESTUCH LAP HERLITZ 50014460 TRIANGULAR SPRING HORSES","1.5","1"
"MRJPEL009","MARCADOR JGO PELIKAN MX COLORELLA JGO12U BISELADA","1.2","1"
"FOLDEL113","FOLDER DELLO 0244.C.0050 DELLOFINE AZU. LOMO 4 CMS ALA OFICIO","1.2","1"
"PBOXXX024","PAP BOND 67X87CM 75GR VER","0.5","1"
"PINMDN002","PINCEL MADISON NO6","1.5","1"
"PDDPEL038","PINT DEDO PELIKAN MX 52140020 VIOLETA 60ML","0.7","1"
"CUALAP031","CUADERNO LAPAP ESP CARTA CUAD 7MM 100HJS LIDER","1.5","1"
"FOLOXF105","FOLDER OXFORD 29900585 CARTA GUI PORTA CERTIFIC","1.2","0.7"
"BLBADP001","BLOCK BOND COLOR 9X9CM PQ500HJS","1.5","1"
"ACCART002","ACCESORIOS ARTI TACF00017 BOTONES X 40 PZS","0.5","1"
"TIJKEY001","TIJERA KEYROAD ZIC ZAC DIF MOD","0.5","1"
"PLUXXX027","PAP LUSTROSO TURQ 50X70CM","1.5","1"
"PNLACR020","PINTUR TELA ACRILEX 529 MARFIL CORRIENTE","1.2","0.5"
"FOLDEL158","FOLDER DELLO 0235.C.0050 TOP LINE CRISTAL. LOMO 3 CMS ALA OFICIO","0.5","1"
"XLLALG021","CALCETIN AMARILLO CATASTROFICAMENTE BRUJA","1.5","1"
"PSBXXX002","PAP SABANA CARTA PQ500HJS","1.2","1"
"TIMEPS061","TINTA EPSON 544 CYAN","1.2","1"
"TIMEPS062","TINTA EPSON 544 MAGENTA","1.2","1"
"CAEXXX007","CALENDARIO 2008 PARED MAMANI MAMANI ARCANGELES","0.7","1"
"GOEXXX101","GOMA EVA TOALLA NAR 50X70CM","1.5","1"
"PNLACR051","PINTUR TELA ACRILEX 510 VER HOJA","0.7","1"
"XLNHOG268","EL RATON DE CAMPO Y EL PAPACHIUCHI","1.2","1"
"ETLBRW008","ESTUCH LAP BRW ET0114 AZUL 50 BOLIGRAFOS","0.5","0.7"
"FOLPND003","FOLDER PENDAFLEX PU64 LBL CEL 2 SEP CON FASTENERS","1.5","1"
"CUALAP024","CUADERNO LAPAP EMP CARTA 100HJS","0.7","1"
"CAUXXX068","CARTULINA LISA 220GR BLA 65X100CM","1.2","1"
"MCPPIL040","MICROPUNTA PILOT BL G1 7T 0.7MM ROJ","0.7","1"
"TIMEPS063","TINTA EPSON 544 YELLOW","0.7","1.2"
"CAVMDN001","CARTAP VISOR MADISON 1PULG 3A TIPO D A4 PLAST BLA","1.5","1"
"TIMEPS060","TINTA EPSON 544 NEGRO","1.2","1"
"GOEXXX083","GOMA EVA LISA OFICIO VER MANZANA","1.2","0.7"
"MRDUNI018","MARCADOR UNI PIN 05 200 FINE LINE DARK GREY ","1.5","1"
"XACALB076","50 JUEGOS PARA EL PENSAMIENTO VELOZ","1.5","1"
"PARXXX011","PAP REGALO DIF COL DISEÑO","0.5","1"
"LCLSTB057","LAPIC COLOR STABILO 1400 585 CARBOTHELLO VERDE OLIVA","1.2","1"
"TJTUSG003","TARJETERO USIGN US 2001 P 240 TARJPLAST","0.7","1"
"PBOWIN007","PAP BOND WIN  VER  75GR OFICIO  PQ500HJS","1.2","1"
"PBOCHA020","PAP BOND CHAMEX BLAN 75GR CARTA PQ500HJS","1.5","1"
"PINMDN004","PINCEL MADISON NO8","0.7","1"
"LCLSTB048","LAPIC COLOR STABILO 1400 625 CARBOTHELLO SOMBRA TOSTADO","1.2","1"
"XCLALR011","150 CUENTOS PARA NINOS FASC NO 1","0.5","1"
"PMRXXX105","PAP MARQUILLA DOBLE CARTA 135GR","0.7","1"
"CARXXX003","CARTON CORRUGADO 80X50CM","0.7","1"
"GOMPTL002","GOMA BORRAR PENTEL ZES 05 SOFT","0.7","1"
"CCDXXX008","CD YOMICO CD R 2X A 56X 700MB 80MIN","0.5","1"
"XXELAR011","DICC ESCOLAR ED LAROUSSE 2010","0.7","1.5"
"ROTDYM023","ROTULADOR DYMO 12965 ORGANIZER XPRESS","1.5","1"
"XLLSIG105","TELARAÑA EL FIN DEL MUNDO NUNCA LLEGA","0.7","1"
"CAUFLI025","CARTULINA FOLIA 6160 FOTO MONTAJE 50X70CM","1.5","1"
"GOEXXX089","GOMA EVA LISA VER HOJA 50X70CM","1","1.2"
"LCLSTB040","LAPIC COLOR STABILO 1400 330 CARBOTHELLO PURPURA","0.7","1"
"FOLDEL135","FOLDER DELLO 0234.K.0050 TOP LINE NAR. LOMO 2 CMS ALA OFICIO","0.5","1"
"XCLBTN033","CUENTAME UN CUENTO PINOCHO ART 2239","1.2","1"
"BOLPRK114","BOLIGRAFO PARKER 2068358 JOTTER XL MATTE BLACK CLIP METALICO","1.2","1"
"XCLALR005","RONDA DE PAZ","0.7","1"
"FOLDEL013","FOLDER DELLO 0241.I.0050 DELLOFINE HUMO ALA OFICIO","0.5","1"
"PLFPRK053","PLUMAFUENTE PARKER 2030947 JOTTER BLACK CLIP CROMA","0.7","1"
"ENGISO008","ENGRAPADOR ISOFIT CM-20 CAP 25HJS 24/6 - 26/6","0.5","1"
"FOLDEL105","FOLDER DELLO 0241.P.0050 DELLOFINE NEG. ALA OFICIO","0.7","1"
"XCACOQ003","CALIGRAFIA 3","0.7","1.2"
"BOLSCH005","BOLIGRAFO SCHNEIDER 152276 ESTUCHE 6 BOLIGRAFOS SLIDER EDGE XB","1.5","1"
"PRRMIL001","PAP ARROZ MILCAR ROJ 50X50CM","0.5","1"
"GOEXXX065","GOMA EVA LISA OFICIO AMA ORO ","0.7","1"
"RESSTB034","RESALTADOR STABILO 76/33 VER SHINE BOSS GRUESO","0.7","1.2"
"TIZXXX003","TIZA DIF COLOR","1.5","1"
"FOLOXF110","FOLDER OXFORD 10071 VIEW CARTA NEG PRESENT","1","0.7"
"TEMFBC005","TEMPERA FABER CASTELL 163012 15ML JGO12COL","1.5","1"
"PTLTPS001","PORTALAPIZ TOPS PENPAL BP3 6  BLISTER 3PCS","1.5","1"
"HJCLEY001","HJA CARPETA LEYDEZ 2 PERF TIPO ELBA PQ50HJS","1","1.2"
"MRDSTB044","MARCADOR STABILO 568 19 PEN 68 BRUSH GUI","0.7","1"
"JUEART022","JUEGO ARTI TACJUEDI030 BLOQUES LOGICOS","1.5","1.2"
"ETLMAP009","ESTUCHE P/LAPIZ MAPED PLANA BOY ETHNIC 934755","0.7","1.5"
"GOEXXX036","GOMA EVA GLITTER PLO 50X70CM","1.2","1"
"XFSHOG333","FILOSOFIA Y COSMOVISION 5 N EDICION 5 SEC 2024","0.7","1"
"XLIALG001","CALCETIN AZUL LAS AVENTURAS  DE HUCKLEBERRY FINN ","1.2","1"
"TTMTRO007","TINT TAMPO TRODAT 7011 ROJ 28ML","0.5","1"
"XCLALG017","EL BAUL DE LOS MONSTRUOS EL OGRO","1.5","1"
"XCLSIG613","MAGNETOS ADIVINEMOS PALABRAS Y FRASES COD 0354MG0010","1.5","1"
"JUEXXX034","JUEGO TANGRAM MADERA 15X15CM","1.2","1"
"XDITIM002","60 ACTIVIDADES MONTESSORI PARA TU BEBE","0.5","1"
"XCSHOG371","CIENCIAS SOCIALES 1 N EDICION 1 PRIM 2024","0.5","1"
"XQMSIN001","QUIMICA ORGANICA 6 CURSO PREUNIVESITARIO TAPA NARANJA","1.2","1"
"CAUXXX040","CARTULINA HILADA A4 BLANCO 180GR","0.5","1"
"XQMHOG313","QUIMICA 3 N EDICION 3 SEC 2024","0.7","1.2"
"XREHOG409","VALORES ESPIRIT Y RELIG 3 SECUNDARIA EDICION 2021","0.5","1"
"FOTMEA002","FOLDER TRAP MEAD 33664 ESPEJO","1","1.2"
"XCLBTN011","CAMINITOS DIVERTIDOS ZOOLOGICO ART 2217","0.5","1.2"
"KITABC005-B","CUAABC123 CUADERNO ESP CARTA PUNTEADA 100HJS (5UNI)-HTPABC019 HOJA PUNTEADA PQ200HJS (5PQ)","1.5","1"
"XCNHOG371","CIENCIAS NATURALES 1 N EDICION 1 PRIM 2024","0.5","1"
"TCRRIC001","TAPA CARPETA RICOR PLASTICA LISO","1.2","1"
"CUAABC121","CUADERNO ABC ESP CARTA CUAD 5MM 100HJS DISEÑO PQT 10PCS","0.7","1"
"XAPHOG129","EXPRESION  PLASTICA Y VISUAL 3 SECUNDARIA  2024","0.7","1"
"LCLSTB011","LAPIC COLOR STABILO 1400 400 CARBOTHELLO AZUL PARIS","1","1.2"
"XCLALG014","EL BAUL DE LOS MONSTRUOS EL HOMBRE LOBO","1.2","1"
"XMUHOG325","MUSICA EN EL AULA 5 5 SEC","0.7","1.2"
"XFSHOG331","FILOSOFIA Y COSMOVISION 3 N EDICION 3 SEC 2024","1.2","1"
"XMAHOG379","MATEMATICA 3 N EDICION 3 SECU 2023","1.2","1"
"FOLDEL030","FOLDER DELLO 0234.I.0050 TOP LINE HUMO LOMO 2 CMS OFICIO","0.7","1"
"MRDFBC004","MARCADOR FABER CASTELL 54 VER MULTIMARK","1.5","1"
"CLBLEY003","CLIP BIN LEYDEZ 25MM O 1PULG","1.5","1"
"PCPCAD014","PAP CREPE CARDINAL FUCSIA","0.7","1"
"CAUCNS009","CARTULINA CANSON COLORLINE VER BRILLANTE 50X65CM  C41028","1.2","1"
"COPMAP018","COMPAS MAPED 178102 BIGOTERA CON EXTENCION","1.2","1"
"CAUCNS016","CARTULINA CANSON COLORLINE AMA LIMON 50X65CM  C41002","1.2","1"
"XFIHOG313","FISICA 3 N EDICION 3 SEC 2024","1.2","1"
"XMUHOG323","MUSICA EN EL AULA 3 3 SEC","0.5","1"
"GOEXXX024","GOMA EVA GLITTER OFICIO DORADO","1.2","1"
"XAPHOG131","EXPRESION  PLASTICA Y VISUAL 5 SECUNDARIA  2024","1","0.5"
"XLECOQ201","COQUITO LEC 1 2018","0.7","1"
"XLECOQ206","COQUITO ESCRITURA 1 2018","0.7","1"
"GRARAP003","GRAPAS RAPID ZINC 24870400 23/20 CJ1000U","0.5","1"
"ENGRAP004","ENGRAPADOR RAPID K45 CAP 20HJS METAL NEG 23888200","0.5","0.7"
"HTPABC016","HJA TRAPPER ABC COLOR 2 PERF CUADRIC 0.5MM PQT200HJS","0.7","1"
"PTFTNP019","PLASTOFORM TECNOPOR 1.5CM (50X100CM)B/34","0.7","1"
"GOEXXX031","GOMA EVA GLITTER OFICIO ROSA","0.5","1.5"
"XCLALG012","EL BAUL DE LOS MOSTRUOS EL FANTASMA","1.2","1"
"GOEXXX027","GOMA EVA GLITTER OFICIO NAR","1.5","1"
"PARXXX001","PAP REGALO FANTASIA 70X50CM","1.5","1"
"PLUXXX009","PAP LUSTROSO GUIN 50X70CM","0.5","1"
"XLLALR029","CUENTOS CHAPACOS","1.5","1"
"XCLALG096","CARTERA DE VALORES LA BRUJA QUE SE COMIA LAS PALABRAS BONITAS","1","1.2"
"CUAABC107","CUADERNO ABC ESP CARTA CUAD 5MM 100HJS ONE SOFT","0.5","1"
"XI3HOG333","HELLO 3 3 SEC 2024","1.5","0.7"
"GOEXXX037","GOMA EVA GLITTER ROJ 50X70CM","1.2","1"
"GOEXXX042","GOMA EVA GLITTER VER HOJA 40X60CM","0.5","1"
"GRARAP024","GRAPAS RAPID ZINC 40109503 53/8 CJ1080U","1.5","1"
"PRRMIL002","PAP ARROZ MILCAR NAR 50X50CM","1.5","1"
"TRAATS001","TRANSPORT ARTESCO 360X20CM","0.7","1"
"XCCLIT175","PALABRAS MAGICAS PARA V&R EMPASTADA","0.5","1"
"CCHISO006"," CUCHILLA ISOFIT 15155 6 METALICA GRUESA","1.2","0.7"
"XACXXX001","APRENDIENDO A LEER / NUMEROS","0.7","1"
"XCLALR019","150 CUENTOS PARA NINOS FASC NO 9","0.7","1"
"XLLALR005","CIEN POEMAS PARA NINOS ED 2010","0.7","1"
"GOEXXX030","GOMA EVA GLITTER OFICIO PLOM","1.5","1.2"
"GOEXXX046","GOMA EVA LISA AZU CIELO 50X70CM","1.2","1"
"BOLPRK130","BOLIGRAFO PARKER 2068359 JOTTER MATTE AZUL CLIP CROMADO","0.7","1"
"ETLMAP006","ESTUCHE P/LAPIZ MAPED MINI CUTE 93480","0.7","1"
"XLNHOG228","ARTURO ES UN MARCIANO","1.5","1"
"XLNHOG232","DICEN QUE EN MI PAIS 2","1","1.5"
"PSESWA017","PAP SEDA VER OLIVO BROWN 50X70CM","1.2","0.5"
"XMAHOG373","MATEMATICA 3 N EDICION 3 PRIM 2024","1","1.5"
"SACIDL001","SACAGRAPA IDEAL SC 10","0.5","1"
"PRRMIL005","PAP ARROZ MILCAR VER 50X50CM","0.5","1"
"SEEXXX001","SELLADOR DE BOLSA PLASTICA","1","0.7"
"XCLBTN041","RINCON FANTASIA CAPERUCITA ROJA ART 2022","0.5","1"
"XCLBTN034","CUENTAME UN CUENTO LOS TRES CHANCHITOS ART 2240","1.5","0.7"
"ETLMAP003","ESTUCHE ESCOLAR MAPED LLENO CARS 967430","0.7","1"
"MRDPTL033","MARCADOR PENTEL N460 G AMA PERM RECARG PTA BISEL","0.7","1"
"GLIPEL005","GLITER PELIKAN AR 051 020 206 ORO 60ML","1.5","1"
"PINMDN013","PINCEL MADISON NO2","0.5","1"
"GOEXXX063","GOMA EVA LISA NEG 50X70CM","1.5","1.2"
"ENGWEX004","ENGRAPADOR WEX 11 1001 20 CAP 20HJS 15,7CM METAL","0.7","1"
"CAVTLB006","CARTAP VISOR TALBOT 1 PULG 3A TIPO D OFICIO T-10422 PLAST BLA","1","0.7"
"XLGHOG371","LENGUAJE 1 N EDICION 1 PRIM 2024","0.7","1"
"XLGHOG379","LITERATURA Y COMUNICACION 3 N EDICION 3SEC 2023","0.7","1"
"XMAHOG371","MATEMATICA 1 N EDICION 1 PRIM 2024","1.2","1"
"CAUCNS013","CARTULINA CANSON COLORLINE NEG 50X65CM  C41037","0.5","0.7"
"PINPEL033","PINCEL PELIKAN AL 613 F 2 NO2 PELO CERDA","0.5","1"
"ETLHRL011","ESTUCH LAP HERLITZ 11075355 TRIANG PRETTY PET 2DISEÑ","1.5","1"
"GOEXXX022","GOMA EVA GLITTER OFICIO BLA","0.7","1"
"XCLALG013","EL BAUL DE LOS MONSTRUOS EL HOMBRE DEL SACO","1.2","1"
"TIJMAP015","TIJERA MAPED 601006 CREATIVO 5FIG","1.2","1"
"ETQPRI002","ETIQUETAS PRIMARK 600560 MAQUINA L 14 PISTOLA","0.7","1"
"BOLSTB027","BOLIGRAFO STABILO 828 40 ROJ EXCEL M XF","0.7","1"
"CAEXXX003","CALENDARIO 2012 ESCRITORIO MAMANI MAMANI","1.2","1"
"PLFPRK078","PLUMAFUENTE PARKER SO0161590 JOTTER CROMA CLIP CROMADO","1.5","1"
"XDRSIN011","ESTADOQ KURAQ KAMACHIYNIN ESP AYMARA","1.5","1"
"PFLRVS004","PAP FLUOR RIVERSIDE VER AGUA FAZ 586X89CM","1.5","1"
"STCXXX003","STICKERS DIF MODELOS 15X20CM","0.5","1"
"PBOXXX217","PAP BOND  BLAN  1/2 OFICIO 75GR PQ500HJS","0.5","1.2"
"BLPXXX005","BLOCK POST HX A02 BANDERITAS JGO5COL","1.2","1.5"
"XFSLAT001","LOGICA FORMAL Y SIMBOLICA 3º EDC","0.5","1"
"ETLMAP010","ESTUCHE ESCOLAR MAPED TUBO NEOPRENO 934836","0.7","1"
"PBODIA003","PAP BOND DIAZOL 914MM X 50M PLOTTER","1.2","1"
"BLBTLB005","BLOCK BOND TALBOT AM RAY OFICIO 50HJS","1.2","1"
"PBOXXX022","PAP BOND 67X87CM 75GR CEL","0.7","1"
"FOLOXF106","FOLDER OXFORD 59806 TRIPL CARTA NEG BOLSAS","0.5","1"
"XLILTB020","TESEO Y EL MINOTAURO NOVELA GRAFICA","0.5","1"
"PNALIZ004","PINTUR  ACRILICO LIZ  VER  120ML","1.2","1"
"CATOXF017","CARTAP OXFORD 88 7312 15PULG 3A CARTA PLAST ROJ","1.5","1"
"MRDPIL008","MARCADOR PILOT SCA TM NEG PERM TWIN MARKER FINE DOBLE PTA","1.2","1"
"PNALIZ008","PINTUR  ACRILICO LIZ  ROS  120ML","0.5","1"
"PBOXXX050","PAP BOND A4 AMA 75GR","1.2","1"
"TMAPTL003","TINT MARC PENTEL MWR1 BN ROJO RPTO MW60M Y MW50M BO","0.5","1"
"ATMXXX003","ATM INDIVIDUAL PLASTICO","0.5","1"
"CLBIDL004","CLIP BIN IDEAL 32MM O 1 1/4PULG","1.2","1"
"ETQAVR164","ETIQUETAS AVERY EM3570A AMA 35X70MM BL9HJS HOJA 4ETQ","1","0.5"
"PCIXXX006","PAP COPIA CARTA AMA","0.7","1"
"LCLPTL001","LAPIC COLOR PENTEL CB8 12U JGO12U HEXAG LARGO","1.2","1"
"TMAPTL001","TINT MARC PENTEL MWR1 AN NEG RPTO MW60M AO","1.5","1"
"COPMAP013","COMPAS MAPED 291010 PRECISION","1.2","1"
"XLLCOQ001","FABULAS DE ESOPO","1.2","1"
"MCPSTB048","MICROPUNTA STABILO 88 94 PLO CLARO 04MM POINT 88","0.5","1"
"PSLABL002","PORTASELLOS ABEL 02901 CAP6U","0.7","1"
"MRDPEL053","MARCADOR PELIKAN MX 240 ROJ PERM TRAZO FINO","0.5","1"
"PNALIZ006","PINTUR  ACRILICO LIZ  AZU  120ML","1.2","1"
"XCLGIS004","VIAJE AL CENTRO DEL CIELO","1","0.7"
"PNALIZ007","PINTUR  ACRILICO LIZ  ROJ  120ML","1.5","1.2"
"XCNHOG373","CIENCIAS NATURALES 3 N EDICION 3 PRIM 2024","0.7","1"
"XLGHOG373","LENGUAJE 3 N EDICION 3 PRIM 2024","1.5","1"
"GOEXXX041","GOMA EVA GLITTER VER CLARO 40X60CM","1.2","1"
"PREDEL011","PORTAREVIS DELLO 6023.G.0006 DELLOCOLOR GRIS","1.5","1"
"XMAHOG378","MATEMATICA 2 N EDICION 2 SECU 2023","1.2","1"
"PNLACR053","PINTUR TELA ACRILEX 537 ROSADO","0.5","1"
"CAUCNS108","CARTULINA CANSON MI TEINTES GRIS FRANELA 50X65CM 160GR 122  C200321364","0.5","1"
"XCSHOG373","CIENCIAS SOCIALES 3 N EDICION 3 PRIM 2024","1.5","1"
"CAUCNS003","CARTULINA CANSON COLORLINE FUCSIA 50X65CM  C41010","0.5","1"
"TTMPEL011","TINT TAMPO PELIKAN AL 4K 35A VIOL","1.2","1"
"XDIALB008","TODOS DIFERENTES","0.5","1"
"PINPTL022","PINCEL PENTEL ZBS5-08E N° 8 PELO CABRA REDONDO","1.2","1"
"CARXXX008","CARTONCILLO CORRUGADO A4","1.2","1"
"TMAPTL002","TINT MARC PENTEL MWR1 CN AZUL RPTO MW60M Y MW50M CO","0.7","1"
"PREDEL012","PORTAREVIS DELLO 6023.H.0006 DELLOCOLOR CRISTAL","0.5","1"
"LAPSTB050","LAPIZ STABILO 8041 ALL AZU","1.2","0.5"
"MCPSTB113","MICROPUNTA STABILO 88 65 SOMBRA POINT 88","1.5","1"
"PNLACR034","PINTUR TELA ACRILEX 505 AMA ORO CORRIENTE","1.2","1"
"XFSHOG332","FILOSOFIA Y COSMOVISION 4 N EDICION 4 SEC 2024","1.5","0.7"
"XAIALB005","CRIA DE AVES","0.7","1"
"PLUXXX012","PAP LUSTROSO ROS 50X70CM","1.2","1"
"CLBLEY110","CLIP BIN LEYDEZ 51MM 2PULG CJ12PZ","0.5","1"
"CNEMTX002","CINTA EMBAL MARUTEX 30YDS","1","1.5"
"MRDPIL007","MARCADOR PILOT SC 6600 BROAD ROJ","1.2","1"
"CAUCNS111","CARTULINA CANSON MI TEINTES NARANJA 50X65CM 160GR 453  C2003211342","0.7","1"
"PDULEY003","PORTADIUREX LEYDEZ 20087S PEQUEÑO","0.7","1"
"XAPHOG104","EXPRESION  Y CREATIVIDAD 4 PRIMARIA  2019","1.5","1"
"XLIATN024","EL ARCHIVO DE SHERLOCK HOLMES","1.5","1"
"XCLSIG882","HILO INFINITO MANUSCR LA LLUVIA VIENE LLEGANDO COD 0408HI0060","1.5","1"
"GLIPEL017","GLITER PELIKAN AR 051 020 205 NEGRO 60ML","0.7","1.2"
"ARCLEY024","ARCHIVADOR LEYDEZ 1/2 PALANCA NEG PLAST","1.2","1"
"LIETLB001","LIENZO TALBOT 25X35 CM","1.5","1"
"XLIGUM026","LA VIDA DE LAZARILLO DE TORMES","1.5","1"
"XCLSIG704","MINICUENTOS DIFERENTES TITULOS","0.5","1"
"XCNHOG378","CIENCIAS NATURALES 2 N EDICION 2 SEC 2024","1.2","1"
"PNALIZ005","PINTUR  ACRILICO LIZ  AMA  120ML","1.2","1"
"CLPLEY003","CLIP METAL LEYDEZ NO8 50MM CJ100U","1.2","1"
"XLNHOG240","PIONEROS DE LA LITERATURA INFANTIL","1.5","1.2"
"LAPSTB014","LAPIZ STABILO 282 8B OTHELLO NEG","1.2","1"
"FOLELB015","FOLDER ELBA 67430 DIF COLOR PLAST OFICIO","1.5","1"
"XCLALR024","150 CUENTOS PARA NINOS FASC NO 14","0.5","1"
"PINPTL018","PINCEL PENTEL ZBS5-0E N° 0 PELO CABRA REDONDO","0.5","1"
"CLPLEY004","CLIP METAL LEYDEZ 78MM CJ50U","0.5","1"
"LIBABC003","LIBRETA ABC EMPAST CUAD 5MM 1/4 OFICIO","0.7","1"
"XCLSIG624","ALAS DE HADA ANA LA BONDADOSA","0.7","1"
"XCLSIG312","VARITA MAGICA LA BELLA DURMIENTE","0.7","1"
"XCLSIG867","TRES EN UNO VOL 1 COD 0596TC0010","0.5","1"
"TMAPTL004","TINT MARC PENTEL MWR1 DN VER RPTO MW60M Y MW50M DO","1.2","0.5"
"LCLLYR054","LAPIC COLOR LYRA 2821360 JGO36U GROOVE SLIM CARTON","1.2","0.5"
"CUAABC048","CUADERNO ABC EMPAST CARTA CUAD 5MM 100HJS","1.2","1"
"MOPDEL003","MOUSE PAD DELLO 6553.LP.0030 LILA PASTEL","0.5","1"
"XCISIN007","EL FASCINANTE MUNDO DE LAS MARIPOSAS","1.5","1"
"CAUPEL001","CARTULINA PELIKAN MX FLUOR ROJ 48X66CM","0.7","0.5"
"MRDMRK002","MARCADOR MARKO NEG PARA CD DOBLE PUNTA","1.2","1"
"XCLSIG305","VARITA MAGICA PETER PAN","1.5","1"
"PTFTNP001","PLASTOFORM TECNOPOR ESFERA 10CM DIAMETRO","0.5","1"
"MCPSCH001","MICROPUNTA SCHNEIDER 191098 ESTUCHE DESPLEGABLE FINELINER LINE UP 0.4 MM 8 PZA","0.7","1"
"PINPTL032","PINCEL PENTEL ZBS6-04E N° 4 PELO CABRA PLANO","0.5","1"
"MCPPIL070","MICROPUNTA PILOT BL FR B NEG FRIXION 0.5MM","1.2","1"
"XAPHOG128","EXPRESION  PLASTICA Y VISUAL 2 SECUNDARIA  2024","0.7","1"
"XMUHOG324","MUSICA EN EL AULA 4 4 SEC","1.2","1"
"ARCMLC002","ARCHIVADOR MILCAR DIF. COLOR 1/2  D/PALANCA","0.7","1"
"CARXXX004","CARTON CORRUGADO GLITTER 70X50CM","0.5","1"
"GARGBC054","GARRA GBC BATES M080254 NEG 1111MM 7/16 LARGO 54CM","0.7","1"
"XLLALG039","CALCETIN ROJO EL ENIGMA DEL GRAFITERO MISTERIOSO","0.5","0.7"
"FUNREE003","FUNDA PLAST REESE CARTA","0.5","1"
"CATMEA033","CARTAP MEAD  26134 FIVE STAR 1PULG","0.5","1"
"FASIDL001","FASTENER IDEAL METAL CJ50U","1.5","1"
"CCOIDL006","CARPETA COLG IDEAL VIO OFICIO","1.2","1"
"CUAABC402","CUADERNO ABC ESPIRAL 50 HJS INTERLÍNEA TAM. CARTA","0.5","1"
